number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
WP24|Ausbilder Eignung 1-3|Die Studierenden entwickeln ein Verständnis für betriebliche Ausbildungsprozesse von der Planung bis zur Beendigung der Ausbildung im Dualen System. Sie erwerben sowohl berufs- und arbeitspädagogische Qualifikationen zur Vorbereitung auf die Ausbildereignungsprüfung als auch vertiefte Kenntnisse zum handlungsorientierten Bezug der Ausbilderarbeit.|5|Dr. Sang-Min Park|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2245|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
BTS01|Bachelor-Arbeit inkl. Kolloquium|Die Zielsetzung der Bachelor-Thesis ist es, dass Studierende selbständig erworbene Kenntnisse und Fähigkeiten anwenden und eigenständig eine i.d.R. praktische Problemlösung erarbeiten, die inhaltlich einen direkten Bezug auf die gewählte Fachrichtung aufzeigt. Diese Problemlösung wird in angemessener, medial unterstützter Form, präsentiert und in einer fachlichen Diskussion mit der Gutachtergruppe begründen und verteidigt. Der Gutachtergruppe wird vom Prüfungsausschuss des Fachbereichs bestellt. Der Umfang der Bachelorarbeit beträgt 12 Credits (ECTS), die einer Arbeitsbelastung von 450 Stunden entsprechen.|12|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2189|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC07|Beleuchtung|"Physikalische Grundlagen der Lichttechnik & Beleuchtung | Kenntnisse über Sehen & Wahrnehmung | Beleuchtung von Räumen & Bühnen: gesetzliche & normative Vorgaben | Spezifische Beleuchtungskunde der Veranstaltungstechnik"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2213|Eventmanagement und -technik (B.Sc. 2020)Physik (TEC02), Physik (TEC02)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM16|Berufspraktisches Semester|"Projekte, die inhaltlich der Studienrichtung des Bachelorstudiengangs EMT entsprechen | Zum Abschluss der Fachvorträge explizite Reflexion des BPS & seiner Stellung im bisherigen Studienverlauf"|30|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2204|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC06|CAD|"Einführung in CAD-Systeme | Erstellen von Zeichnungen | Bemaßung | Grundlagen der Gestaltung & Prüfung von CAD-Plänen | Pläne in der Veranstaltungstechnik | Darstellungen in 2D, 3D, 4D & Integrated Workflow"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2212|Eventmanagement und -technik (B.Sc. 2020)Beleuchtung (TEC07), Beleuchtung (TEC07)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM01|Einführung in die Betriebswirtschaftslehre|"Gegenstand, Methoden und Ziele der BWL | Aufbau des Unternehmens | Primäre & unterstützende Funktionen | Unternehmensführung | Grundlagen der Unternehmensrechnung"|5|Dr. Sang-Min Park|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2190|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP23|EMT Sonderprojekt Audio|Sonderprojekt Audio – Fortgeschrittene Aspekte|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2244|Eventmanagement und -technik (B.Sc. 2020)Mathematik (TEC01)Medientechnik I (TEC08)Physik (TEC02), Mathematik (TEC01), Medientechnik I (TEC08), Physik (TEC02)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP19|EMT Sonderprojekt AV-/Mediendesign und -steuerung|"Einführung in Software zur Mediengestaltung und -steuerung sowie Sensortechnik | Grundlagen der Mediengestaltung und Einbindung in technische Abläufe einer Veranstaltung"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2241|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP21|EMT Sonderprojekt Marketing|Die Inhalte des Projekts werden im spezifischen Kontext festgelegt und vor Beginn des Projekts zwischen Betreuer und Studierenden individuell und verbindlich vereinbart.|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2243|Eventmanagement und -technik (B.Sc. 2020)Grundlagen des Marketing (EM02)Marketingmanagement (EM05)Textmanufaktur: Wissenschaftliches Arbeiten (EM04), Grundlagen des Marketing (EM02), Marketingmanagement (EM05), Textmanufaktur: Wissenschaftliches Arbeiten (EM04)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP20|EMT Sonderprojekt Software-Engineering|"Einführung in die Programmierung | Softwareentwicklung in der Eventtechnik | Design und Implementierung eines Softwareentwicklungsprojekts"|5|Prof.Dr. Arno Gramatke|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2242|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP16|Energieversorgung in der Veranstaltungstechnik (EVT)|"Planung von elektrischen Anlagen | Materialauswahl | Errichtung von mobilen elektrischen Anlagen | Prüfen und Messen von elektrischen Größen sowie elektrischen Betriebsmitteln, Anlagen und Leitungen | Auswahl, Bemessung und Konfektionierung von Leitungen | Normen und Regelwerke | Technische Dokumentation | (Der Kurs ist orientiert an den Vorgaben des Qualitätsstandards SQQ1 „Elektrofachkraft für Veranstaltungstechnik” der Interessensgemeinschaft Veranstaltungswirtschaft IGVW)"|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2238|Eventmanagement und -technik (B.Sc. 2020)Grundlagen Elektrotechnik (TEC04), Grundlagen Elektrotechnik (TEC04)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP01|Eventmanagement for international purposes (B2)|"Grundlagen des Veranstaltungsmanagements für internationale Zwecke | Grundlegende & fortgeschrittene Kenntnisse der Veranstaltungstechnik im internationalen Kontext | Das internationale Veranstaltungsumfeld | Planung, Organisation & Durchführung einer Veranstaltung für internationale Zwecke | Chancen & Herausforderungen der Internationalität in der Eventbranche | Grundlagen zu interkulturellen Aspekten der Eventbranche & -management | Destinations-, Reise- & Logistikmanagement | Arbeiten mit Konzepten, welche in vorherigen Veranstaltungsmanagement und -technik Kursen entwickelt wurden | Veranstaltungen & Meetings | Pitchen für Neugeschäft: Schreiben & Präsentieren eines Event - Pitch | Vergabe & Verhandlung internationaler Event-Fallstudien"|5|Michelle Speth|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2228|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM03|Eventmanagement I|"Grundlagen des Veranstaltungsmanagements: Grundbegriffe, Funktionen, Formate & Instrumente | Einordnung von Events im Marketing-Mix | Branchenüberblick"|5|Prof. Dr. Lothar Winnen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2192|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM19|Eventmanagement II|Der Eventprozess: Veranstaltungskonzeption, Veranstaltungsplanung & -organisation, Veranstaltungsdurchführung, Erfolgskontrolle, Dramaturgie & Inszenierung von Veranstaltungen|5|Prof. Dr. Lothar Winnen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2207|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
ALG07|Französisch für den Beruf (A2-B1)|Keine|5|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2221|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM09|General Business English (B1/B2)|Erwerb & Ausbau von Kenntnissen auf Niveau B1/B2 in allen vier Sprachfertigkeiten (Sprechen, Schreiben, Hörverständnis, Lesen) im privaten & primär berufsbezogenen Kontext: Kontakte knüpfen, Telefonate, Termine vereinbaren, Informationen austauschen, Vorschläge machen, Meinungen äußern, Verhandlungen, Firmen & deren Produkte, das Studium|5|Ronald Kresta|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2198|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP11|Grundlagen der empirischen Forschung|"Entwurf einer geeigneten Forschungsfrage & ggfs. Aufstellen einer damit verbundenen These | Identifikation/Einschätzung des Arbeitsaufwandes, der mit der Bearbeitung der Forschungsfragen & Thesen verbunden ist | Erstellung eines Versuchsdesigns | Durchführung eines Versuchs bzw. einer Erhebung (Technisch, Sozialwissenschaftlich) | Auswertung von gemessenen od. erhobenen Daten (Grundlagen der Statistik) | Vorstellung praktischer Tools wie LaTeX (Textsatzsystem), Citavi (Literaturverwaltung) oder R/Python/MATLAB (Skriptsprachen zur Implementierung von Algorithmen, Erstellung von Plots etc.) | Umgang mit Quellen & ihre Bewertung | Abfassen eines kompakten wissenschaftlichen Textes"|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2234|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM02|Grundlagen des Marketing|"Verhältnis und Entwicklung von Absatz und Marketing | Marketingpolitische Ziele | Umwelt des Marketing | Grundlagen der Marktforschung | Grundlagen des Konsumentenverhaltens | Überblick über die Marketingstrategien sowie Grundlagen des Marketingmix | Marketingorganisation"|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2191|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM06|Grundlagen des Rechnungswesens|"Einführung in das Rechnungswesen | Externes (Jahresabschluss & Buchhaltung) & internes Rechnungswesens unter besonderer Berücksichtigung der Ausrichtung des Studiengangs | Planspiel"|5|Dr. Sang-Min Park|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2195|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC04|Grundlagen Elektrotechnik|"Gleichstrom | Wechselstrom | Drehstrom | Anwendungen: Stromversorgungs-, Beschallungs-, Beleuchtungs- & Nachrichtentechnik, Messgeräte, Elektromotoren & Antriebe"|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2210|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM14|Interdisziplinäres Projekt - Planspiel|Die Studierenden erarbeiten eine schriftliche Veranstaltungskonzeption zu einem anwendungsnahen Fallbeispiel zur Vertiefung der in den Semestern 1-4 erworbenen Kompetenzen.|5|Prof. Dr. Lothar Winnen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2202|Eventmanagement und -technik (B.Sc. 2020)Interdisziplinäres Projekt - Workshops (EM15), Interdisziplinäres Projekt - Workshops (EM15)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM15|Interdisziplinäres Projekt - Workshops|Bearbeitung diverser Fallstudien und Praxisbeispiele, die alle Inhalte der Fachsemester 1 bis 3 widerspiegeln.|8|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2203|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP04|Interkulturelles Training|Studierende lernen unterschiedliche Kulturen zu verstehen & sich darin souverän bewegen zu können, insbesondere Internationale Präsentation, Interkulturelle Verhandlungen, internationale Mitarbeiterführung sowie spezielle Kulturinformationen zu ausgewählten Ländern|5|Michelle Speth|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2229|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP08|Kommunikation im Internet|"Kommunikationsinstrumente im Web 2.0 & ihr anwendungsorientierter Einsatz im Veranstaltungssektor | Online-Kommunikation unter Berücksichtigung der Präsenzziele, Formaten & Gestaltung | Beurteilung & Auswahl der Werbeträger, Trends & Entwicklungen | Kombination der Instrumente als Erfolgsfaktor für die Eventbranche | Abläufe: Planung, Optimierung & Kontrolle | Targeting: Prinzip, Technologie & Möglichkeiten"|5|Prof. Dr. Lothar Winnen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2231|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM10|Kommunikationspolitik|"Aufgaben & Ziele der Kommunikation | Kommunikationsinstrumente | Integrierte Kommunikation | Kommunikationskonzeption | Budgetierung & Mediaplanung | Erfolgskontrolle"|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2199|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM11|Kommunikationstraining|"Präsentation & Moderation | Kreativitätstechniken | Zeitmanagement | Gesprächsführung & Konfliktmanagement | Führungsverhalten | Selbst- & Gruppenreflektion | Arbeiten in Teams"|5|Michelle Speth|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2200|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP13|Kreativtechniken|"Grundlagen des Prozessmanagements: Wertschöpfungskette, Prozessgestaltung, Prozessdarstellung | Grundlagen Kommunikation: Wiederholung Kommunikationsmodelle (Eisbergmodell, Vier-Seiten-Modell, Transaktionsanalyse, Sender-Empfänger-Modell) | Grundlagen der Moderationstechniken | Kreativtechniken: Möglichkeiten & Einsatz"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2236|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP09|Marketing-Plan|Strategisch & operative Marketingplanung an einem Fallbeispiel: Situationsanalyse, Marketingziele, Marketingstrategien, Marketing-Mix, Marketingorganisation, Überwachung & Kontrolle|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2232|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM05|Marketingmanagement|"Einführung in das Marketingmanagement | Konsumentenverhalten & Marktforschung | Marketing-Konzeption"|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2194|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC01|Mathematik|"Zahlenmengen | Trigonometrie | Vektorrechnung | Funktionen | Differenzialrechnung | Integralrechnung | Lineare Gleichungssysteme  | Folgen und Reihen"|5|Prof. Dr. Irene Schmalen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2208|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC08|Medientechnik I|"Raumakustische Grundlagen | Schallpegel- & Leistungsberechnung | Lärmprognose | DIN 15905-5, TA Lärm, ArbSchG | Differenzierung von Beschallungssystemen & deren Charakteristiken | Akustische Beurteilung eines Raums/einer Fläche & Positionierung eines Beschallungssystems | Mikrofone, Speicherformate, Blockschaltbilder | Grundlagen einer Videoregie"|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2214|Eventmanagement und -technik (B.Sc. 2020)Physik (TEC02), Physik (TEC02)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC11|Medientechnik II|"Film & TV Geschichte | Optische Wahrnehmung & Systeme | Kameratechnik | Grundlagen Regiearbeit | Digitale Effekte | SoftEdge, Mapping | Technische Grundlagen der Audioproduktion | Einsatz von Medienservern | Einsatz von Softwareprodukten (z.B. Adobe After Effects)"|5|Prof. Dr. Benjamin Bernschütz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2217|Eventmanagement und -technik (B.Sc. 2020)Medientechnik I (TEC08), Medientechnik I (TEC08)|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP05|Methoden und Didaktik für Tutorinnen und Tutoren|"Entwicklung (digitaler) didaktischer und methodischer Kompetenzen | Didaktische Konzepte |(digitale) Methoden und Medien zur Vorbereitung, Gestaltung und Reflexion von Lehr-, Lern-, und Gruppenprozessen | Training von Kommunikations- und Kooperationsfähigkeiten | Fähigkeit zur Leitung von Gruppen (auch in digitalen Lehr-/Lernkontexten), Bewältigung von Konfliktsituationen | Die entwickelten (digitalen) Kompetenzen werden aktiv im Rahmen der Tutoring-/Mentoringtätigkeit angewendet und systematisch reflektiert."|5|Prof. Silke Bock|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2230|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM18|Multisensorisches Marketing|"Einführung in die Sinneswelten: Multimodalität der Marken- / Eventpositionierung, Neurowissenschaften, Konsumentenverhalten | Management von Sinneswelten: Multisensorisches Eventmanagement, Die Welt der Sinne, Multisensorisches Branding & Markenerlebnisse, Multisensorische Eventgestaltung"|5|Prof. Dr. Olga Spomer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2206|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC09|Netzwerktechnik|"Grundlagen der IT (Daten, Hardware, Software) | Kommunikationssysteme & -technik | ausgewählte Aspekte des IT-Managements"|5|Prof.Dr. Arno Gramatke|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2215|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC02|Physik|"Begriffe, Größen & Größenordnungen, Einheiten & Messvorgänge | Mechanik | Fluide | Schwingungen | Optik"|5|Prof. Dr. Thomas Welzel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2209|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
WP14|Projektleitung unter Sicherheitsaspekten|"Analysieren von Situationen & Erwartungen | Formulieren von Milestones & Zielen | Teams führen (Information & Kommunikation) | Aufbau- & Ablauforganisation (Organigramme, Schemata) | Projektstrukturpläne, Bauzeitenpläne, Leistungsverzeichnisse, Lastenhefte, Pflichtenhefte, Kostenschätzungen | Beauftragung von Leistungen (Werk- & Dienstverträge) | Umsetzen der Projektplanung | Identifizieren von Risiken | Verantwortliche Personen & notwendige Qualifikationen | Projektrelevante Anforderungen des Arbeitsschutzes | Projektrelevante Anforderungen der Besuchersicherheit | Rechtsquellen & deren praktische Anwendung"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2237|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM08|Projektmanagement|"Grundlagen des Projektmanagements: Grundlagen, Begriffe, Arten & Eigenschaften von Projekten, Projektmanagementprozess | Eventspezifisches Projektmanagement: Eventcontrolling, Personalmanagement, Eventbudgetierung, Veranstaltungsversicherungen"|5|Prof. Dr. Lothar Winnen|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2197|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
TEC10|Raum- und Umfeldgestaltung|"Grundlagen der Gestaltung bezogen auf Veranstaltungsräumlichkeiten | Raumbildung & Raumwirkung | Funktionsabläufe | Einführung in die Planung, Genehmigung, Vorbereitung & Durchführung von Veranstaltungen | Konzepte des allgemeinen Arbeits- & Gesundheitsschutzes | Veranstaltungsspezifische Regeln"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2216|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
EM07|Recht für Eventmanager|"Struktur & Aufbau der Rechtsgebiete unter besonderer Berücksichtigung branchenrelevanter Themen: Handels-, Insolvenz- & Gesellschaftsrecht | Versicherungs- & Haftungsfragen | Arbeitsrecht | Datenschutzrecht | Medienrecht, Internet- & Onlinerecht | Veranstalterhaftung"|5|Prof. Axel Barwich|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2196|Keine|4|FB21-MuK|Eventmanagementund-technic(B.Sc.2020)
